hike_region,total_distance,elevation_gain,hike_difficulty,stars,hike_id,loop,out_and_back,point_to_point,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views
Arapaho National Forest,13.3,3911,2,4.0,hike812,0,1,0,0,0,0,0,0,0,1,1,1
Golden Gate Canyon State Park,60.3,9137,3,4.2,hike813,0,0,1,0,0,0,0,0,0,0,0,1
Rocky Mountain National Park,3.5,768,2,4.1,hike814,0,1,0,0,1,0,0,0,0,1,1,1
Mesa Verde National Park,0.3,125,1,4.4,hike815,1,0,0,0,1,0,0,0,0,1,1,1
"Berthoud, Colorado",6.0,338,1,3.4,hike816,0,1,0,0,1,1,0,0,1,0,0,1
Rocky Mountain National Park,5.3,801,2,4.3,hike817,0,1,0,0,0,0,0,1,1,0,1,0
Rocky Mountain National Park,6.2,1818,2,3.4,hike818,0,1,0,0,0,0,0,1,1,1,1,1
Elephant Butte Park,2.9,495,1,5.0,hike819,1,0,0,0,1,0,0,0,0,0,0,1
"Walden, Colorado",7.0,1559,3,4.9,hike820,0,1,0,1,0,0,1,1,1,1,1,1
White River National Forest,10.4,935,1,5.0,hike821,1,0,0,0,0,0,0,0,0,0,0,0
Rocky Mountain National Park,12.1,2259,2,4.7,hike822,0,1,0,0,0,0,0,1,0,1,1,0
"Sedalia, Colorado",2.2,291,1,3.3,hike823,0,0,1,0,1,0,0,0,0,0,0,0
Legion Park,4.4,80,1,3.1,hike824,0,1,0,1,1,0,0,0,0,0,0,0
Elk Meadow Park,2.4,295,1,4.0,hike825,0,1,0,0,1,0,0,0,0,1,1,1
Alderfer / Three Sisters Park,3.3,494,2,4.0,hike826,1,0,0,1,0,0,0,0,0,1,0,1
Pike National Forest,6.3,414,2,4.0,hike827,0,1,0,0,0,0,0,0,0,0,0,0
Mount Evans Wilderness,26.7,5760,2,4.5,hike828,0,1,0,1,0,0,0,0,0,1,1,1
Mt Massive Wilderness Area,14.2,2646,2,4.0,hike829,0,1,0,0,0,0,0,0,0,0,0,0
"United States Air Force Academy, Colorado",0.8,127,1,3.4,hike830,0,1,0,1,1,0,0,0,0,0,0,0
Arapaho National Forest,4.1,1371,3,2.8,hike831,1,0,0,1,0,1,0,0,0,1,1,0
San Juan National Forest,9.7,2874,1,3.5,hike832,0,1,0,0,1,0,0,0,1,1,1,1
White River National Forest,13.5,4965,3,4.3,hike833,0,1,0,1,0,0,0,0,0,1,1,1
Florissant Fossil Beds National Monument,2.9,372,1,4.0,hike834,1,0,0,0,1,0,0,1,0,1,0,0
Pike National Forest,6.9,2203,2,4.0,hike835,0,1,0,0,0,0,0,0,0,0,0,0
Rocky Mountain National Park,6.1,1038,2,4.3,hike836,0,1,0,0,0,1,0,0,0,1,0,1
Arapaho National Forest,11.2,3121,2,4.5,hike837,0,1,0,1,0,0,0,0,1,0,0,0
Mesa Verde National Park,3.1,837,2,3.7,hike838,0,1,0,0,1,0,0,0,0,1,1,1
Centennial Park,5.4,1896,2,4.0,hike839,1,0,0,0,1,0,0,0,0,1,0,1
White River National Forest,16.2,5660,3,5.0,hike840,0,1,0,1,0,0,0,1,1,1,1,0
Mount Evans Wilderness,6.6,1718,2,4.5,hike841,0,1,0,0,0,0,0,0,0,1,1,1
"Del Norte, Colorado",2.6,371,2,4.3,hike842,1,0,0,1,0,0,0,0,0,0,0,1
Rocky Mountain National Park,1.1,64,1,3.9,hike843,0,1,0,0,1,0,0,0,0,1,1,1
Arapaho National Forest,18.6,3546,2,3.7,hike844,0,1,0,1,0,0,0,0,1,1,1,1
Rocky Mountain National Park,4.0,1530,2,5.0,hike845,0,1,0,0,0,0,0,0,0,0,1,1
Maroon Bells Snowmass Wilderness,5.4,1523,1,5.0,hike846,1,0,0,0,1,0,0,0,0,1,1,1
Roosevelt National Forest,7.2,2520,1,3.0,hike847,0,1,0,1,1,0,0,0,0,1,1,1
White River National Forest,0.7,181,2,2.8,hike848,1,0,0,1,1,0,0,0,0,0,0,0
Colorado National Monument,2.0,382,1,3.5,hike849,0,1,0,0,1,0,0,0,0,1,1,1
"Twin Lakes, Colorado",9.9,5181,3,4.5,hike850,0,1,0,0,0,1,0,0,0,1,1,1
Cathy Fromme Prairie Natural Area,5.0,310,1,3.0,hike851,0,1,0,0,1,0,0,0,0,1,1,1
Arapaho National Forest,21.0,3321,1,3.4,hike852,0,1,0,0,0,0,0,1,1,1,1,1
Meeker Park,5.5,455,3,4.2,hike853,0,0,1,0,1,0,0,0,0,1,1,1
San Juan National Forest,0.8,80,1,3.0,hike854,1,0,0,0,1,0,0,0,0,0,0,0
San Juan National Forest,7.9,3019,3,4.0,hike855,0,1,0,0,0,0,0,0,0,0,0,0
San Juan National Forest,9.3,2569,3,4.4,hike856,0,1,0,1,0,0,1,1,1,1,1,1
Lost Creek Wilderness,13.3,3616,3,3.8,hike857,0,1,0,0,0,0,0,0,1,1,1,1
White River National Forest,9.9,1975,2,4.3,hike858,0,1,0,1,0,1,0,1,0,0,0,1
Arapaho National Forest,10.3,3017,3,3.7,hike859,0,1,0,1,0,0,0,0,1,1,1,1
"Buena Vista, Colorado",6.2,3700,3,4.8,hike860,0,1,0,0,0,0,0,0,0,0,1,1
"Colorado Springs, Colorado",1.6,193,2,4.0,hike861,0,1,0,1,0,0,0,0,0,1,1,1
Pike National Forest,3.0,666,2,5.0,hike862,0,1,0,1,1,0,0,0,1,1,1,1
White River National Forest,6.7,2346,3,5.0,hike863,0,1,0,1,0,0,0,0,0,1,1,1
Black Canyon of the Gunnison National Park,1.7,250,2,4.4,hike864,0,1,0,0,0,0,0,0,0,1,1,1
Pike National Forest,5.2,2471,2,5.0,hike865,0,1,0,0,0,0,0,0,0,1,0,1
Lafayette Great Park,3.5,94,1,2.9,hike866,0,1,0,1,1,0,0,0,0,0,0,0
Pike National Forest,2.3,201,1,4.0,hike867,1,0,0,1,1,1,0,1,0,0,0,0
Avon,4.3,581,1,4.2,hike868,0,1,0,0,0,0,0,0,0,1,1,1
Rocky Mountain National Park Wilderness,1.5,930,2,3.7,hike869,0,1,0,0,0,0,0,0,0,1,1,1
San Juan National Forest,230.6,20714,1,4.4,hike870,1,0,0,1,1,0,1,1,0,1,1,1
"Woodland Park, Colorado",2.3,512,1,3.8,hike871,1,0,0,1,1,1,0,0,0,1,0,1
White River National Forest,4.4,1674,2,4.3,hike872,0,1,0,1,0,1,0,0,0,0,1,1
Rocky Mountain National Park,5.4,2185,3,3.8,hike873,0,1,0,0,0,0,0,0,0,1,1,1
White River National Forest,18.8,4829,2,5.0,hike874,0,1,0,1,0,0,0,0,0,1,0,1
Temple Canyon Park,6.7,2244,3,3.7,hike875,0,1,0,1,0,0,0,0,0,0,0,1
Comanche Peak Wilderness,7.8,2173,3,4.0,hike876,0,1,0,1,0,0,0,0,0,0,0,1
Pike National Forest,14.7,1194,1,3.7,hike877,0,1,0,0,1,1,0,1,1,1,1,1
"Windsor, Colorado",13.7,118,1,4.0,hike878,0,0,1,0,0,0,0,0,0,0,0,0
Rawah Wilderness,1.5,161,2,5.0,hike879,0,1,0,0,0,0,0,0,0,1,0,0
Roosevelt National Forest,4.1,367,1,4.0,hike880,1,0,0,0,1,0,0,0,0,0,0,0
White River National Forest,1.4,440,2,3.7,hike881,0,1,0,0,0,0,0,0,0,0,0,0
"Fort Collins, Colorado",3.0,0,1,3.1,hike882,1,0,0,1,1,0,0,0,1,0,0,0
Rocky Mountain National Park,2.4,624,2,4.6,hike883,0,1,0,0,0,0,0,0,1,1,1,1
Garden of the Gods,0.4,84,1,4.5,hike884,1,0,0,1,1,0,0,0,0,0,0,1
Sangre de Cristo Wilderness,8.2,3766,3,4.5,hike885,0,1,0,0,0,0,0,0,0,0,0,0
Pike National Forest,8.1,1423,2,4.0,hike886,0,1,0,1,0,1,0,0,0,1,1,1
"New Castle, Colorado",3.0,300,2,4.3,hike887,1,0,0,0,0,0,0,0,0,0,0,1
San Juan National Forest,16.6,4680,3,4.0,hike888,0,1,0,0,0,1,0,0,0,0,0,0
Town Park,1.7,432,1,4.3,hike889,0,1,0,0,1,0,0,0,0,1,0,1
Collegiate Peaks Wilderness,7.5,2322,2,4.3,hike890,0,1,0,1,0,0,0,1,1,1,1,1
Roosevelt National Forest,5.0,931,1,3.3,hike891,1,0,0,1,1,0,0,1,0,0,1,1
"Westcliffe, Colorado",4.0,2900,2,3.5,hike892,0,1,0,1,0,1,1,1,1,1,1,1
Arapaho National Forest,3.9,1151,2,4.0,hike893,0,1,0,1,1,0,0,0,0,1,0,1
Roosevelt National Forest,8.1,1119,1,5.0,hike894,0,1,0,1,0,0,0,1,0,0,1,1
Black Forest Regional Park,1.2,115,1,3.2,hike895,1,0,0,0,1,0,0,0,0,0,0,0
"Grand Junction, Colorado",2.8,419,3,4.3,hike896,1,0,0,0,0,0,0,0,0,1,1,1
Rocky Mountain National Park,7.5,1415,1,3.3,hike897,1,0,0,0,1,0,0,1,0,1,1,1
San Isabel National Forest,16.9,3337,2,4.7,hike898,0,1,0,1,1,0,0,0,0,1,0,1
Cub Creek Park,2.6,658,2,4.5,hike899,1,0,0,1,0,0,0,0,0,0,0,0
"Salida, Colorado",8.1,1143,2,4.3,hike900,0,1,0,1,0,0,0,0,0,1,0,0
Arapaho National Forest,6.3,1757,2,4.5,hike901,0,1,0,0,0,0,0,1,0,1,0,1
Roosevelt National Forest,7.9,978,2,4.5,hike902,0,1,0,0,0,0,0,0,0,1,1,1
Roosevelt National Forest,8.1,1999,1,5.0,hike903,0,1,0,0,0,0,0,0,0,1,1,1
White River National Forest,7.5,510,1,3.5,hike904,0,1,0,1,1,0,0,0,0,0,1,0
Pike National Forest,2.5,851,2,4.0,hike905,1,0,0,0,0,0,0,0,0,0,0,0
White River National Forest,16.9,5668,3,5.0,hike906,0,1,0,1,0,1,0,1,1,1,0,0
White River National Forest,3.2,649,2,4.4,hike907,1,0,0,0,0,0,0,0,0,0,0,0
"Larkspur, Colorado",4.1,409,2,3.3,hike908,1,0,0,1,0,0,0,0,0,0,0,0
San Isabel National Forest,9.6,2506,2,3.5,hike909,0,1,0,1,0,0,0,0,1,1,0,1
"Colorado Springs, Colorado",11.8,396,1,3.0,hike910,0,1,0,1,0,0,0,0,0,0,0,0
Pike National Forest,12.5,3056,2,4.8,hike911,0,0,1,0,0,0,0,0,0,1,0,1
White River National Forest,9.5,3828,3,4.5,hike912,0,1,0,0,0,0,1,1,1,1,1,1
"Greenwood Village, Colorado",4.4,113,1,4.8,hike913,0,1,0,1,1,0,0,0,1,0,0,0
Maroon Bells Snowmass Wilderness,7.6,2153,1,3.5,hike914,1,0,0,1,1,0,0,0,0,1,0,1
"Boulder, Colorado",2.8,191,1,3.8,hike915,1,0,0,1,1,0,0,0,0,1,1,1
Rocky Mountain National Park,15.3,3029,3,4.5,hike916,1,0,0,0,0,0,1,0,1,1,1,1
Chatfield State Park,14.6,706,1,3.5,hike917,0,1,0,0,1,0,0,1,1,1,0,0
White River National Forest,1.8,488,1,4.2,hike918,0,1,0,0,1,0,0,1,0,1,1,1
White River National Forest,7.2,1005,1,4.7,hike919,0,1,0,1,1,0,0,0,0,0,0,0
Pike National Forest,1.5,600,2,5.0,hike920,0,1,0,1,0,0,0,0,0,1,1,1
"Florissant, Colorado",1.0,205,1,3.6,hike921,0,1,0,1,1,0,0,0,0,1,1,1
Mesa Verde National Park,0.6,219,1,4.0,hike922,1,0,0,0,1,0,0,0,0,1,1,1
San Isabel National Forest,3.2,627,2,3.3,hike923,0,1,0,1,0,0,0,0,0,0,0,1
Pike National Forest,6.2,2418,2,4.5,hike924,0,1,0,1,0,0,0,0,0,0,0,1
Rio Grande National Forest,16.7,5535,3,5.0,hike925,0,1,0,1,0,0,1,0,1,1,0,1
Roosevelt National Forest,16.0,2782,3,4.5,hike926,0,1,0,1,0,0,0,0,0,1,1,1
Atapaho National Forest,14.2,3577,3,3.7,hike927,0,1,0,1,0,0,0,0,0,1,1,1
Highland Heritage Park,7.7,826,2,4.5,hike928,1,0,0,0,0,0,0,0,0,0,0,0
Arapaho National Forest,8.6,2722,3,4.5,hike929,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,2.1,855,2,4.7,hike930,0,1,0,0,0,0,0,0,0,0,0,0
San Isabel National Forest,4.2,850,2,4.3,hike931,0,1,0,0,0,0,0,0,0,0,0,0
"Littleton, Colorado",1.6,20,1,4.4,hike932,1,0,0,1,1,0,0,0,1,1,0,1
White River National Forest,3.9,1329,3,4.0,hike933,0,1,0,0,0,0,0,0,0,1,0,1
"Morrison, Colorado",3.8,1061,2,3.3,hike934,1,0,0,0,1,0,0,0,0,1,1,1
Pike National Forest,0.6,407,1,3.5,hike935,0,1,0,0,1,0,0,0,0,1,1,1
White River National Forest,7.2,3355,2,3.0,hike936,0,1,0,0,0,0,0,0,0,1,1,1
Gothic Natural Area,9.3,2029,2,4.0,hike937,0,1,0,1,0,0,1,1,1,1,1,1
Roosevelt National Forest,9.8,2727,2,4.0,hike938,0,1,0,0,0,0,0,0,0,1,1,0
Maroon Bells Snowmass Wilderness,12.2,3965,3,5.0,hike939,0,1,0,0,0,0,0,0,1,1,1,1
San Isabel National Forest,11.2,1020,3,4.5,hike940,0,1,0,1,0,0,0,0,0,1,1,1
"Boulder, Colorado",4.6,287,2,4.0,hike941,0,1,0,0,1,0,0,0,0,1,1,1
Arapaho National Forest,8.6,3911,3,4.0,hike942,0,1,0,0,0,0,0,0,0,1,1,1
Pike National Forest,6.9,3235,2,5.0,hike943,0,1,0,1,0,0,0,0,0,0,0,0
Gunnison National Forest,2.6,1204,3,4.5,hike944,0,0,1,1,0,0,0,0,1,0,0,0
White River National Forest,7.2,1680,2,4.3,hike945,0,1,0,0,0,0,0,0,0,0,0,0
"Castle Rock, Colorado",2.7,194,1,3.6,hike946,1,0,0,0,1,0,0,0,0,0,0,0
"Kremmling, Colorado",2.8,509,2,4.0,hike947,0,1,0,1,0,1,0,1,0,0,0,1
Rocky Mountain National Park,10.9,1993,2,5.0,hike948,0,1,0,0,0,1,1,1,0,1,1,0
"Glade Park, Colorado",4.1,923,2,4.0,hike949,1,0,0,1,0,0,1,0,0,1,1,1
Judy Long Memorial Park,10.2,2332,1,3.0,hike950,0,1,0,1,1,0,0,0,1,1,0,1
Gunnison Gorge Wilderness,9.6,2622,2,5.0,hike951,0,1,0,1,0,1,0,1,0,1,0,1
Mount Evans Wilderness,4.5,400,2,3.2,hike952,0,1,0,1,1,0,0,1,0,1,0,1
Pike National Forest,16.3,2594,1,3.0,hike953,0,1,0,0,0,0,0,0,0,0,0,0
White River National Forest,1.1,362,2,4.0,hike954,1,0,0,0,0,0,0,0,0,0,0,0
Standley Lake Park,4.9,361,2,2.4,hike955,0,1,0,1,1,0,0,0,1,1,0,1
Echo Lake Park,3.5,814,2,4.5,hike956,0,1,0,0,0,0,0,0,1,0,0,1
Manitou Springs Open Space,2.2,881,2,4.4,hike957,0,1,0,1,1,0,0,0,0,0,1,1
Pike National Forest,3.0,260,1,5.0,hike958,0,1,0,1,1,0,0,0,1,0,0,0
White River National Forest,3.6,1852,1,3.0,hike959,0,1,0,0,1,0,0,0,0,1,0,1
White River National Forest,4.6,778,2,3.2,hike960,0,1,0,0,1,1,0,0,1,1,1,1
Arkansas Headwaters Recreation Area,8.7,1236,2,4.5,hike961,1,0,0,1,0,0,0,0,0,1,1,1
Cache La Poudre Wilderness,5.5,2005,2,3.8,hike962,0,1,0,1,1,0,0,0,0,1,1,1
South Valley Park,8.1,310,1,5.0,hike963,0,1,0,0,0,0,0,0,0,0,0,0
"Silverton, Colorado",8.1,2159,2,4.8,hike964,0,1,0,1,0,0,1,0,1,1,1,0
Roosevelt National Forest,8.6,989,2,4.5,hike965,0,0,1,1,1,0,0,0,0,1,1,1
San Juan National Forest,2.9,1092,2,4.0,hike966,0,1,0,0,1,0,0,0,0,1,1,1
Pike National Forest,16.5,2810,2,4.0,hike967,0,1,0,0,0,0,0,0,0,1,1,1
White River National Forest,12.1,4812,3,4.0,hike968,0,1,0,1,0,0,0,0,0,0,0,0
San Isabel National Forest,6.4,1500,2,5.0,hike969,0,1,0,0,0,0,0,0,1,0,0,0
White Ranch Open Space Park,2.5,381,1,3.5,hike970,1,0,0,1,1,0,0,0,0,0,0,1
"Boulder, Colorado",5.6,360,1,4.0,hike971,1,0,0,0,1,0,0,0,0,0,0,0
White River National Forest,20.3,6889,2,3.5,hike972,0,0,1,0,0,1,0,1,1,1,1,1
Rocky Mountain National Park,3.6,701,1,4.0,hike973,0,1,0,0,1,0,0,0,0,0,1,0
Mueller State Park,4.1,697,1,2.3,hike974,1,0,0,0,1,0,0,0,0,1,1,1
White River National Forest,11.2,2926,3,4.5,hike975,0,1,0,1,0,0,0,0,0,1,0,1
San Isabel National Forest,8.4,2232,2,3.3,hike976,0,1,0,1,0,1,0,1,1,0,0,1
Mesa Verde National Park,1.3,157,1,4.5,hike977,1,0,0,0,1,0,0,1,0,1,1,1
Cumbres Pass Historical Marker,10.0,1000,2,3.8,hike978,0,1,0,1,0,1,0,0,1,1,1,1
White River National Forest,14.4,740,2,5.0,hike979,0,1,0,1,0,0,0,1,0,1,1,1
Gunnison National Forest,11.7,852,2,5.0,hike980,1,0,0,1,0,0,0,0,0,1,1,1
"Boulder, Colorado",2.3,74,2,5.0,hike981,1,0,0,1,1,0,0,0,1,1,0,1
"Lake George, Colorado",12.3,3824,3,3.7,hike982,1,0,0,0,0,1,0,1,0,1,1,1
Rocky Mountain National Park,9.9,1171,2,3.8,hike983,0,1,0,0,0,1,0,0,0,1,1,1
"Lake City, Colorado",9.2,3785,2,4.5,hike984,0,1,0,1,0,0,0,0,0,0,0,0
Roosevelt National Forest,5.8,1906,2,3.5,hike985,0,1,0,0,0,0,0,0,0,0,0,0
San Isabel National Forest,3.0,1000,2,4.5,hike986,0,1,0,0,0,0,0,0,0,0,0,0
Roosevelt National Forest,4.8,729,2,3.7,hike987,0,1,0,0,1,0,0,0,0,1,1,1
"Grand Lake, Colorado",19.1,2757,3,4.0,hike988,0,1,0,1,0,1,0,0,0,0,0,0
Gunnison National Forest,7.3,614,1,3.6,hike989,1,0,0,0,1,0,0,1,0,1,0,1
Highline Park,4.6,160,2,1.8,hike990,1,0,0,1,1,0,0,0,0,1,0,1
Rio Grande National Forest,16.7,3508,2,5.0,hike991,0,0,1,0,0,0,0,0,0,1,0,1
Arapaho National Forest,7.0,3297,2,3.0,hike992,1,0,0,0,0,0,0,0,0,0,0,1
Dominguez Canyon Wilderness,12.3,1423,1,4.2,hike993,0,1,0,1,0,1,1,1,0,0,1,1
Arapaho National Forest,7.7,2495,2,3.5,hike994,0,1,0,0,0,0,0,0,0,1,1,1
Gunnison National Forest,21.2,3219,2,5.0,hike995,0,1,0,0,0,0,0,0,0,1,0,1
Uncompahgre National Forest,3.3,2255,3,4.8,hike996,0,1,0,1,0,0,0,0,0,1,1,1
"Mack, Colorado",1.4,187,1,3.8,hike997,1,0,0,1,1,0,0,0,0,1,1,1
Bodo State Wildlife Area,3.8,1527,2,4.0,hike998,0,1,0,0,0,0,0,0,0,1,0,1
Rocky Mountain National Park,6.1,997,2,3.3,hike999,1,0,0,0,0,1,0,0,0,1,1,1
Bear Creek Regional Park,5.0,1636,2,3.5,hike1000,0,1,0,0,0,0,0,0,0,0,0,0
Florissant Fossil Beds National Monument,4.1,445,2,4.0,hike1001,0,1,0,0,1,0,0,0,0,1,1,0
Gunnison National Forest,5.9,1735,2,2.5,hike1002,0,1,0,0,0,0,0,0,1,1,1,1
Arapaho National Forest,5.9,2431,2,4.0,hike1003,0,1,0,0,1,0,0,0,0,1,0,1
Rocky Mountain National Park,7.8,1487,1,3.6,hike1004,1,0,0,0,1,0,0,0,0,1,1,1
Eagles Nest Wilderness,11.5,3012,3,4.6,hike1005,0,1,0,1,0,0,0,0,1,1,0,1
Mesa Verde National Park,0.6,206,1,4.6,hike1006,0,1,0,0,1,0,0,1,0,0,0,0
White River National Forest,6.9,2263,2,4.7,hike1007,0,1,0,1,0,0,0,0,0,1,1,1
San Juan National Forest,2.8,247,1,3.0,hike1008,0,1,0,0,1,0,0,0,1,1,1,1
Pike National Forest,23.6,6569,3,5.0,hike1009,0,1,0,0,0,1,0,0,1,1,0,1
Avon,0.9,35,1,3.6,hike1010,1,0,0,1,1,0,0,0,1,0,0,1
Mount Evans Wilderness,0.6,104,1,3.8,hike1011,0,1,0,0,1,0,0,0,0,0,1,1
Routt National Forest,20.0,1580,2,5.0,hike1012,0,0,1,0,0,0,0,0,0,0,0,1
Gunnison National Forest,0.4,29,1,4.3,hike1013,0,1,0,0,1,1,0,0,1,1,1,1
"Lafayette, Colorado",12.0,590,2,3.0,hike1014,0,1,0,0,0,0,0,0,0,0,0,0
San Isabel National Forest,28.8,7867,2,4.0,hike1015,0,0,1,1,1,0,0,0,0,1,1,1
Roosevelt National Forest,21.7,5142,2,3.8,hike1016,0,1,0,1,1,0,0,0,0,1,1,1
Peninsula Recreation Area,6.0,1206,1,1.5,hike1017,0,1,0,0,1,0,0,0,0,0,0,0
Arapaho National Forest,5.1,1677,2,5.0,hike1018,1,0,0,0,0,0,0,0,0,0,0,1
Ajax Park,19.7,4633,3,4.7,hike1019,0,1,0,0,0,0,0,0,0,1,0,1
Arapaho National Forest,4.8,1480,3,4.7,hike1020,0,1,0,0,0,0,0,0,1,0,0,0
Rio Grande National Forest,13.9,4410,3,3.8,hike1021,0,1,0,0,0,0,0,0,1,1,0,1
White River National Forest,6.7,1910,1,3.0,hike1022,0,1,0,1,1,0,0,0,0,1,0,1
San Juan National Forest,8.7,1487,3,3.3,hike1023,1,0,0,0,0,0,0,0,0,1,1,0
"Boulder, Colorado",4.4,437,1,3.0,hike1024,1,0,0,1,1,0,0,0,0,0,0,0
Lizard Head Wilderness,9.0,4242,2,5.0,hike1025,0,1,0,1,0,1,1,1,1,1,1,1
Roosevelt National Forest,12.2,3582,2,5.0,hike1026,0,1,0,0,0,0,0,0,0,1,1,1
Gunnison National Forest,2.1,423,1,5.0,hike1027,1,0,0,0,1,0,0,0,1,1,1,1
Cache La Poudre Wilderness,5.3,1050,2,2.6,hike1028,0,1,0,1,1,1,0,0,0,1,1,1
Rio Grande National Forest,8.5,3026,3,5.0,hike1029,0,1,0,0,0,0,0,0,1,1,1,1
San Isabel National Forest,11.4,5974,2,4.5,hike1030,0,1,0,1,0,0,0,0,0,0,0,0
Heritage Park,30.1,1301,1,2.6,hike1031,0,1,0,1,1,0,0,0,0,1,1,1
Rocky Mountain National Park,9.2,1852,2,3.7,hike1032,0,1,0,0,0,0,0,1,1,1,1,1
Colorado National Monument,11.6,2204,2,3.0,hike1033,0,1,0,0,0,1,0,1,0,1,1,1
Maroon Bells Snowmass Wilderness,22.3,6771,3,5.0,hike1034,0,1,0,0,0,0,0,0,0,1,1,1
Arapaho National Forest,6.0,345,2,4.7,hike1035,0,1,0,0,0,0,0,0,0,0,0,0
Golden Gate Canyon State Park,9.8,2034,2,4.3,hike1036,1,0,0,0,0,0,0,0,0,1,0,1
Arapaho National Forest,5.1,956,2,3.0,hike1037,0,1,0,1,0,0,0,0,0,1,1,1
State Forest State Park,13.3,2784,3,4.7,hike1038,0,1,0,1,0,1,1,1,1,1,1,1
San Isabel National Forest,3.5,832,2,3.3,hike1039,1,0,0,0,1,0,0,0,0,1,0,1
San Isabel National Forest,8.8,2105,2,3.5,hike1040,0,1,0,0,0,0,0,0,1,1,1,1
Lake Pueblo State Park,16.1,1101,1,3.8,hike1041,0,1,0,0,1,0,0,1,1,1,0,1
"Aspen, Colorado",1.4,205,1,5.0,hike1042,0,1,0,1,1,0,0,1,1,1,0,1
San Juan National Forest,3.2,733,2,3.0,hike1043,0,1,0,0,1,0,0,0,0,1,1,1
San Isabel National Forest,8.7,2547,2,4.5,hike1044,0,1,0,0,0,0,0,0,0,1,1,1
Maroon Bells Snowmass Wilderness,8.0,5056,3,5.0,hike1045,0,1,0,1,0,0,0,0,0,1,1,1
"Fort Collins, Colorado",1.7,96,1,3.5,hike1046,1,0,0,0,1,0,0,0,1,0,1,0
San Isabel National Forest,9.9,3400,3,3.0,hike1047,0,0,1,0,0,0,0,0,0,0,0,0
"Aurora, Colorado",3.1,146,1,4.0,hike1048,1,0,0,0,1,0,0,0,1,0,0,0
Holy Cross Wilderness,9.3,1608,3,4.5,hike1049,0,1,0,1,0,1,0,0,1,1,1,1
Antlers Park,23.8,1239,2,5.0,hike1050,0,0,1,1,1,0,0,0,0,1,1,1
Black Ridge Canyons Wilderness,8.1,1066,2,4.0,hike1051,1,0,0,0,0,0,0,0,0,1,1,0
Maroon Bells Snowmass Wilderness,3.2,637,1,5.0,hike1052,1,0,0,0,1,0,0,0,0,1,1,1
Boulder VallEY Ranch,7.9,850,2,4.0,hike1053,1,0,0,0,0,0,0,0,0,0,1,1
Ketring Park,1.3,33,2,4.0,hike1054,0,1,0,1,1,0,0,0,0,1,1,1
San Isabel National Forest,8.4,2068,2,4.0,hike1055,0,1,0,0,0,0,0,0,0,0,0,1
San Juan National Forest,4.2,1207,3,3.4,hike1056,0,1,0,0,0,0,0,0,1,0,0,0
Curecanti National Recreation Area,1.3,13,1,3.3,hike1057,0,1,0,1,1,0,0,1,0,0,1,0
Sylvan Lake State Park,0.7,217,1,4.5,hike1058,0,1,0,0,1,0,0,0,1,1,0,0
White River National Forest,12.8,4691,3,5.0,hike1059,1,0,0,0,0,0,0,0,0,1,1,1
North Cheyenne Park,13.6,3164,2,3.3,hike1060,0,1,0,1,0,0,0,0,0,1,1,1
White River National Forest,7.7,4386,3,4.5,hike1061,0,1,0,0,0,0,0,0,0,1,1,1
Roosevelt National Forest,9.7,2279,2,4.0,hike1062,0,1,0,0,0,0,0,0,0,0,0,0
James G Toepfer Park,11.5,1128,2,3.3,hike1063,1,0,0,1,0,0,0,0,0,0,0,0
James Peak Wilderness,3.1,974,2,4.0,hike1064,1,0,0,1,1,0,0,0,1,1,1,1
Mueller State Park,9.5,1587,2,3.7,hike1065,1,0,0,0,0,0,0,0,0,1,1,1
San Isabel National Forest,11.4,5533,3,3.3,hike1066,0,1,0,1,0,0,0,0,1,1,1,1
White River National Forest,3.8,1485,3,4.7,hike1067,0,1,0,0,0,0,0,0,1,0,0,0
Steamboat Lake State Park,1.0,144,1,4.0,hike1068,1,0,0,0,1,0,0,0,1,1,0,1
Black Canyon of the Gunnison National Park,1.4,218,2,4.3,hike1069,0,1,0,0,1,0,0,0,0,1,1,1
Homestead Park,14.5,1231,1,2.8,hike1070,1,0,0,1,1,0,0,0,0,1,0,1
Uncompahgre National Forest,0.3,129,2,5.0,hike1071,0,1,0,0,1,0,0,0,0,1,1,1
White River National Forest,4.4,773,3,5.0,hike1072,0,1,0,0,0,0,0,0,0,0,0,0
San Isabel National Forest,6.5,1785,2,4.7,hike1073,0,0,1,1,0,0,0,1,0,0,0,1
Pike National Forest,10.0,2781,2,3.0,hike1074,0,1,0,0,0,0,0,0,0,1,1,1
Colorado National Monument,1.3,316,1,3.0,hike1075,0,1,0,0,1,0,0,0,0,1,0,1
Roosevelt National Forest,11.8,3341,3,5.0,hike1076,0,1,0,1,0,0,0,0,1,1,1,1
Arapaho National Forest,9.8,1289,1,4.0,hike1077,0,1,0,0,0,0,0,1,0,0,0,1
Grand Mesa National Forest,41.7,6969,1,4.0,hike1078,1,0,0,0,0,0,0,0,0,0,0,1
Uncompahgre Wilderness,28.9,7453,2,4.5,hike1079,1,0,0,1,1,0,0,0,0,1,0,1
Raggeds Wilderness,4.8,680,2,5.0,hike1080,1,0,0,1,1,0,0,0,1,1,1,1
"Idaho Springs, Colorado",2.4,848,2,2.5,hike1081,0,1,0,0,0,0,0,0,0,0,0,0
